event_id,file,replace,notes
2001983002,legacy_data/event_results/2001983002.txt,true,1983 WFA — formerly in JUNK; now active with correct results
2001984001,legacy_data/event_results/2001984001.txt,true,1984 Worlds pre-mirror — inline multi-placement parsing errors
2001985001,legacy_data/event_results/2001985001.txt,true,1985 Worlds pre-mirror — inline multi-placement parsing errors
9928572,legacy_data/event_results/9928572.txt,true,Magazine ingestion — mirror Worlds 1980 augmented with FBW-ARCHIVE
9992129,legacy_data/event_results/9992129.txt,true,Magazine ingestion — mirror Worlds 1981 augmented with FBW-ARCHIVE
9998504,legacy_data/event_results/9998504.txt,true,Magazine ingestion — mirror Worlds 1982 augmented with FBW-ARCHIVE
9904297,legacy_data/event_results/9904297.txt,true,Magazine ingestion — mirror Worlds 1983 augmented with FBW-ARCHIVE
9924417,legacy_data/event_results/9924417.txt,true,Magazine ingestion — mirror Worlds 1984 augmented with FBW-ARCHIVE
2001985005,legacy_data/event_results/2001985005.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001986004,legacy_data/event_results/2001986004.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001987001,legacy_data/event_results/2001987001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001989001,legacy_data/event_results/2001989001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001990001,legacy_data/event_results/2001990001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001991001,legacy_data/event_results/2001991001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001992001,legacy_data/event_results/2001992001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001994001,legacy_data/event_results/2001994001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001995001,legacy_data/event_results/2001995001.txt,true,Magazine ingestion — new pre-mirror synthetic event
2001996001,legacy_data/event_results/2001996001.txt,true,Magazine ingestion — new pre-mirror synthetic event
1408070192,legacy_data/event_results/1408070192.txt,true,Inline format collapsed all placements to 1 garbage row
1664206719,legacy_data/event_results/1664206719.txt,true,2v2 consecutive-line format dropped doubles partners; p5 missing
1069929277,legacy_data/event_results/1069929277.txt,true,2004 Worlds — pool+finals merged (6 divs 17 dup pairs)
1096318324,legacy_data/event_results/1096318324.txt,true,2004 Seattle Juggling — pool+finals merged (2 divs 11 dup pairs)
1102576153,legacy_data/event_results/1102576153.txt,true,2005 Worlds — pool+finals merged (3 divs 16 dup pairs)
1163784775,legacy_data/event_results/1163784775.txt,true,2007 Worlds — pool+finals merged (9 divs 26 dup pairs)
1183729267,legacy_data/event_results/1183729267.txt,true,9e Open de France 2007 — pool+finals merged (3 divs 14 dup pairs)
1194517448,legacy_data/event_results/1194517448.txt,true,2008 Worlds — pool+finals merged (4 divs 16 dup pairs)
1219405634,legacy_data/event_results/1219405634.txt,true,8th Polish Championships 2008 — pool+finals merged (4 divs 17 dup pairs)
1265745512,legacy_data/event_results/1265745512.txt,true,2010 Worlds — pool+finals merged (4 divs 15 dup pairs)
1269266785,legacy_data/event_results/1269266785.txt,true,Slovak-Czech 2009 — pool+finals merged (3 divs 12 dup pairs)
1293877677,legacy_data/event_results/1293877677.txt,true,2011 Worlds — pool+finals merged (10 divs 34 dup pairs)
1297811412,legacy_data/event_results/1297811412.txt,true,2012 Worlds — pool+finals merged (4 divs 21 dup pairs)
1323272493,legacy_data/event_results/1323272493.txt,true,2013 Worlds — pool+finals merged; encoding artifacts U+FFFD in names
1336988107,legacy_data/event_results/1336988107.txt,true,12th Polish 2012 — pool+finals merged (2 divs 13 dup pairs)
1376036018,legacy_data/event_results/1376036018.txt,true,15th Polish 2015 — pool+finals merged (5 divs 16 dup pairs)
1485863923,legacy_data/event_results/1485863923.txt,true,2019 Worlds — pool+finals merged (6 divs 16 dup pairs)
1518200935,legacy_data/event_results/1518200935.txt,true,41st Polish 2021 — pool+finals merged (2 divs 12 dup pairs)
1519215398,legacy_data/event_results/1519215398.txt,true,2021 Worlds — pool+finals merged (5 divs 19 dup pairs)
1547415984,legacy_data/event_results/1547415984.txt,true,44th Worlds 2023 — pool+finals merged (4 divs 19 dup pairs)
1694170899,legacy_data/event_results/1694170899.txt,true,Wroclaw 2019 — pool+finals merged (4 divs 17 dup pairs)
1706036811,legacy_data/event_results/1706036811.txt,true,2022 Worlds — pool+finals merged (6 divs 15 dup pairs)
1706536250,legacy_data/event_results/1706536250.txt,true,Bembel Cup 2024 — tab-separated two-column format mangled as singles
1678957450,legacy_data/event_results/1678957450.txt,true,42nd Worlds 2023 — two Womens Singles Net blocks; second is Womens Doubles
937854594,legacy_data/event_results/937854594.txt,true,Turku Tournee 1999 — Intermediate/Pro conflated into bare Singles/Doubles Net
857874500,legacy_data/event_results/857874500.txt,true,Oregon 1997 — pool+finals merged (5 divs 17 dup pairs)
876356874,legacy_data/event_results/876356874.txt,true,1998 WhoWhere Western Regionals — pool+finals merged (6 divs 15 dup pairs)
1170456736,legacy_data/event_results/1170456736.txt,true,Windchill 2007 — bare dash separator fails on mononym Luka
1262631137,legacy_data/event_results/1262631137.txt,true,Urban Komba 2010 — Bulgarian Name-Nickname(Club) parsed as doubles
1267996189,legacy_data/event_results/1267996189.txt,true,Footbag Zara 2010 — same format as 1262631137 (same organizer)
1267718326,legacy_data/event_results/1267718326.txt,true,Windy City Cup 2010 — Doubles p1 dropped by narrative filter
1301837216,legacy_data/event_results/1301837216.txt,true,King of the Hill 2011 — seeding+finals merged in OSN (2 dup pairs)
1331667371,legacy_data/event_results/1331667371.txt,true,Paris Net Battle 2 2012 — singles+doubles bracket entries merged
1200725314,legacy_data/event_results/1200725314.txt,true,SoCali Jam 2008 — trick annotations parsed as player names
1127155729,legacy_data/event_results/1127155729.txt,true,Zocha Jam 2005 — second Open double Freestyle is actually Open Doubles Net
1158263300,legacy_data/event_results/1158263300.txt,true,Zocha Jam 2006 — Interdmediate typo not recognized as division header
859923755,legacy_data/event_results/859923755.txt,true,California State 1997 — tabular RESULTS/SEED/PARTNERS format not recognized
1001076315,legacy_data/event_results/1001076315.txt,true,5th Finnish 2001 — Name-City format caused city parsed as doubles partner
984694623,legacy_data/event_results/984694623.txt,true,1st Montreal Summer 2001 — Name City Province format caused city as teammate
972427576,legacy_data/event_results/972427576.txt,true,LHivernal 2001 — (City Province) format caused city as doubles partner
991285803,legacy_data/event_results/991285803.txt,true,Montreal Net Championships 2001 — unlabeled section after Open Singles p19
